=== 大模型评估成绩单 (Run ID: 20260331_150001) ===
AUC Score : 0.700246
uAUC Score: 0.690103
Accuracy  : 0.212880
Loss      : 0.630711
===========================================
真实标签(Label)	预测概率(SoftLabel)
1	-0.258301
0	1.000977
1	1.555664
0	1.994141
1	2.445312
1	1.452148
1	1.301758
0	0.651855
0	-0.907715
1	-0.993164
1	0.790039
1	0.872070
1	-0.027740
1	1.426758
1	0.426758
0	1.192383
0	2.335938
0	-1.666992
0	0.370605
0	-0.618164
1	0.414551
0	-1.683594
0	-1.021484
0	-0.601074
1	-1.425781
1	1.267578
1	0.087158
1	1.058594
0	1.173828
1	1.375977
1	-0.816406
1	-0.764160
1	-1.415039
1	-1.137695
0	-0.906250
1	1.089844
1	1.211914
1	1.354492
1	2.060547
1	0.040161
0	-0.656738
0	-1.764648
0	-1.181641
1	-2.769531
1	-1.702148
1	-0.963867
0	-2.218750
1	-2.037109
0	-0.617676
1	0.829102
0	-1.125000
1	0.669922
1	0.567871
1	-1.639648
1	-1.507812
1	0.982910
1	1.318359
1	0.681152
0	-1.135742
0	0.047882
1	-1.249023
1	0.715820
0	-1.445312
0	0.645020
0	-3.148438
1	1.082031
1	2.179688
1	-0.541504
1	1.291992
1	-2.511719
1	-0.507812
1	0.017334
1	-0.943359
1	-0.209717
1	2.054688
0	0.195068
1	1.470703
1	0.253174
1	1.808594
0	1.319336
1	1.496094
1	1.458008
1	1.424805
1	1.955078
0	0.655273
1	2.068359
1	1.944336
1	1.423828
0	-2.175781
1	1.590820
1	0.886719
1	2.130859
0	0.120850
0	0.417236
0	-0.562012
0	-1.066406
0	2.054688
0	-1.773438
0	-1.015625
0	0.065369
0	0.303467
0	-1.208984
0	0.816406
0	-1.746094
1	0.608887
1	-0.249756
1	0.992676
0	-0.336426
0	-0.791992
1	-0.070007
1	0.104126
1	0.159912
0	-1.142578
0	-0.011726
0	0.168945
0	0.463379
0	-1.956055
0	-0.457031
0	-0.461426
0	0.178955
0	-1.274414
0	0.234009
0	-3.205078
0	-0.610352
0	-0.554688
1	-1.789062
1	-0.679688
0	0.028946
1	-0.646484
1	0.817383
1	1.187500
0	-0.042419
0	0.085022
1	0.598145
0	-0.045135
1	1.369141
1	2.679688
1	1.185547
1	1.992188
1	0.033264
0	0.492676
1	0.351074
1	1.286133
1	2.566406
1	2.486328
1	2.474609
0	0.776855
1	1.041992
1	3.474609
1	3.468750
1	0.993164
1	1.560547
1	2.736328
1	1.393555
1	1.855469
1	1.219727
0	-0.024628
1	2.121094
1	1.409180
0	1.158203
0	2.662109
0	2.199219
1	2.464844
0	-0.108032
1	1.265625
1	1.606445
1	2.015625
1	3.009766
1	-0.397705
1	1.363281
1	0.184448
1	1.846680
1	0.851562
1	0.843750
1	-0.259277
1	1.873047
1	0.715332
1	2.058594
1	2.212891
0	-0.048584
0	-0.109314
0	-1.152344
1	1.211914
1	0.713867
1	0.445557
0	-1.046875
1	-0.719727
1	-0.886719
1	1.380859
1	1.418945
1	0.993164
0	-0.625000
1	0.967285
1	2.255859
1	1.979492
0	-0.565918
1	-0.450684
1	1.852539
1	1.218750
1	-0.735352
0	0.703613
1	1.148438
0	0.753418
1	1.250977
1	1.017578
1	1.605469
1	0.662109
0	-0.782715
1	0.451416
1	1.735352
1	1.966797
0	-1.851562
0	0.841797
1	0.167725
1	-0.087830
1	1.997070
1	1.760742
1	-0.037201
1	1.072266
1	2.226562
1	0.609863
1	1.715820
0	0.503418
1	2.443359
0	-0.570801
0	1.978516
1	1.323242
1	1.522461
1	1.709961
1	-0.647461
1	-0.083496
1	0.184082
1	1.235352
1	2.125000
1	-0.206665
0	0.761719
1	0.581055
1	1.301758
1	2.085938
1	0.817871
1	2.400391
1	1.731445
1	0.925293
1	0.771484
1	1.520508
1	1.418945
1	1.479492
1	2.449219
1	2.332031
1	-0.037811
1	1.670898
0	0.918945
0	-1.625977
0	1.109375
1	1.206055
1	1.450195
0	-0.262451
0	-1.309570
0	0.407227
1	2.042969
1	0.924805
0	-0.987793
0	1.049805
1	1.918945
1	0.459473
1	-0.740234
0	-0.373779
0	-0.761230
0	1.102539
0	-0.740234
0	-1.206055
0	-1.223633
1	0.062866
1	1.212891
1	1.057617
1	0.622070
1	1.102539
1	0.200317
1	0.859375
1	0.292725
1	-0.230835
1	-0.681641
1	0.308594
1	-0.705566
1	-0.564941
0	-1.307617
1	-1.112305
1	0.282471
1	-0.254883
1	-0.779785
1	-0.074402
1	-0.051727
1	0.893066
1	-0.128174
1	-0.628906
1	-0.748047
1	-0.240601
1	-0.817383
1	-0.298340
1	0.048126
1	-0.030487
1	-0.087097
1	-0.029068
1	-0.383057
0	-1.226562
1	-0.830566
1	-0.770020
1	-0.476562
1	-0.337646
1	-0.940918
1	0.258301
1	0.272461
1	-0.579102
1	0.124573
1	-0.009583
1	0.304932
1	0.951660
1	0.104553
0	0.597656
0	0.359375
1	0.429932
0	-1.220703
1	0.200317
0	-0.119446
1	0.927734
1	-0.287598
1	-0.466797
0	-0.803711
0	0.378418
0	-1.064453
0	1.292969
0	-0.674805
0	-0.640625
0	1.097656
1	-0.045074
0	0.760742
0	-0.223877
0	-0.385010
0	-0.615723
0	-0.352051
1	2.072266
0	0.674805
0	0.256592
1	1.963867
1	1.601562
1	1.111328
1	2.486328
1	1.465820
1	0.831055
1	1.362305
1	1.720703
1	0.730469
0	1.526367
0	1.342773
1	1.309570
0	1.554688
1	1.038086
1	0.891602
0	1.468750
1	-0.034485
1	1.560547
1	0.547852
1	0.516113
1	-0.146240
1	0.727051
0	-0.440918
1	-0.861328
1	0.383545
1	0.791992
1	0.593750
1	-0.204712
0	1.261719
0	0.662598
0	0.805664
1	1.520508
0	0.804199
0	2.048828
0	0.291748
0	0.682129
0	0.694336
0	0.812500
0	2.041016
1	1.930664
1	2.017578
1	1.797852
1	0.746094
0	1.480469
0	-1.337891
1	1.073242
1	0.986328
1	0.173462
0	1.634766
1	1.022461
0	1.075195
1	2.039062
1	0.364258
0	-0.204590
1	0.910645
0	-0.643066
0	-1.470703
1	1.322266
1	1.690430
0	0.456299
0	-0.192871
0	-0.316162
1	1.410156
1	1.288086
1	1.708984
0	-0.896484
0	1.026367
0	0.900391
0	0.630371
1	0.384766
0	-0.308350
1	0.575195
1	0.791992
0	0.761719
0	0.649902
1	-0.198853
0	0.525879
1	-0.946289
1	0.089233
1	1.097656
1	0.741699
1	1.133789
0	0.057434
0	-1.065430
0	-1.068359
0	0.106750
0	0.617676
0	-0.207275
0	0.319092
0	0.196899
1	0.059143
0	0.456787
0	0.345459
0	0.212280
0	-0.027481
0	-1.625000
0	-0.211670
0	-0.669922
0	-0.026276
0	-0.368408
0	0.750977
0	1.129883
0	-0.221558
0	0.121521
0	-0.358398
0	-0.076050
0	0.127686
0	0.478027
0	-0.239502
0	-0.005451
0	-0.619629
0	-0.309082
0	0.804199
0	1.385742
0	0.402100
1	1.375977
0	1.979492
1	0.428467
1	0.033447
1	-0.954590
1	-1.193359
1	-0.971680
1	-1.197266
1	-0.804199
1	-0.967285
1	-1.043945
1	-0.216919
0	-0.301758
0	-0.522461
1	0.161743
0	-0.539062
1	1.162109
0	-1.447266
1	1.732422
1	1.180664
1	-0.515137
1	0.566895
1	-0.023636
0	0.338867
1	0.527832
0	-0.090759
1	0.753418
1	-0.031616
1	0.277100
1	0.891602
1	0.034393
1	0.592773
0	1.481445
1	0.619141
1	1.404297
0	0.900391
1	0.047852
1	-0.171143
1	-0.933105
1	0.555176
1	0.414307
1	0.699219
1	-0.891602
1	-0.511719
0	-0.822266
1	-0.097839
0	0.487549
0	0.144165
0	0.560059
1	-0.068909
0	0.016571
1	0.479736
1	-0.014420
1	-0.100037
0	0.469238
0	-0.201538
1	-0.742676
1	-0.250000
1	-0.046204
1	-0.335449
1	-0.659668
1	-0.867676
0	-1.047852
0	-0.809082
1	-0.351074
0	-1.094727
1	-0.308594
0	-0.606445
1	-0.618164
0	0.173950
1	-0.536133
0	-0.922363
1	-0.231323
0	-0.148926
0	0.625977
0	-0.159424
0	-0.306885
1	-0.840332
0	-1.191406
0	-0.531738
0	-0.373535
0	-0.049347
0	-0.646973
0	-0.601562
0	-0.146606
0	-0.382568
0	0.162354
0	0.166870
0	-0.503906
0	-1.384766
1	-0.863281
1	0.718262
0	0.304688
1	0.792969
0	-0.270996
1	1.140625
1	2.632812
1	2.134766
1	1.744141
0	1.147461
1	2.023438
1	1.588867
1	-1.550781
1	-0.250732
0	-1.573242
0	-1.895508
1	2.253906
1	2.041016
1	-0.865723
1	1.709961
1	1.670898
1	1.170898
0	1.081055
1	-0.598145
1	0.371338
1	-0.796387
1	1.239258
1	0.077454
1	1.948242
1	0.431396
0	-0.658203
0	0.093140
0	-0.695801
0	0.255859
0	-0.826660
0	-0.192505
0	0.317383
0	-0.680664
0	-0.442383
0	-1.041016
0	-0.380615
0	-0.154053
0	-0.785156
0	-1.233398
0	0.119263
0	0.112915
1	-0.158203
1	-0.059845
0	0.542969
1	0.234375
1	-0.281738
1	0.270752
0	1.993164
0	1.536133
1	1.112305
0	-0.485840
1	1.525391
1	1.975586
1	1.367188
1	2.220703
1	2.429688
1	2.875000
1	1.796875
1	2.548828
1	2.275391
0	1.673828
1	2.136719
1	1.876953
1	2.472656
0	2.066406
0	1.175781
1	2.136719
1	1.657227
1	2.218750
1	1.904297
1	1.755859
1	2.312500
1	1.786133
1	2.357422
1	1.259766
1	1.529297
0	0.549316
0	1.289062
0	1.661133
0	1.956055
0	0.729980
0	1.541016
0	0.347412
0	2.167969
0	-0.538086
0	1.567383
0	0.106018
0	2.769531
0	1.557617
0	0.812500
0	1.248047
0	0.822266
0	-0.409912
0	-1.333984
0	-2.300781
0	-0.002388
0	-0.831055
0	0.755371
0	0.331543
0	-1.059570
0	-0.658691
0	0.734375
0	-1.050781
0	-0.617188
0	-0.869629
0	1.422852
0	-0.555176
0	-0.558105
0	-0.354736
0	-0.972656
0	1.935547
0	-0.301025
0	-0.973633
0	-0.078674
0	-1.918945
0	-0.926270
0	-1.359375
0	-0.387207
0	-0.583984
0	-0.363281
0	-0.937012
0	-0.661133
0	-1.104492
0	-0.877441
0	-0.273438
0	0.791992
0	-0.548340
0	-1.528320
0	-0.246094
0	0.157349
0	0.585449
0	0.472412
0	-0.831055
1	3.298828
1	1.248047
0	1.812500
0	2.876953
0	1.844727
1	-0.171997
0	-1.119141
0	0.869141
1	0.054718
0	1.189453
1	2.548828
1	1.053711
0	-1.121094
0	-0.152100
1	3.167969
1	1.753906
1	2.023438
1	2.195312
1	2.330078
1	1.890625
1	1.995117
0	-0.559082
0	-0.027496
1	1.525391
0	0.208496
1	2.111328
1	2.712891
1	1.268555
0	1.775391
1	1.293945
1	1.253906
1	2.232422
1	2.826172
1	1.495117
1	-0.085754
1	1.801758
1	2.130859
1	3.451172
1	2.681641
1	2.193359
1	1.906250
1	2.259766
1	2.029297
1	1.419922
1	2.701172
1	3.000000
1	2.296875
1	1.724609
1	2.671875
1	2.117188
1	2.458984
1	2.203125
1	2.244141
1	2.400391
1	2.404297
1	1.478516
0	-1.247070
0	0.778809
0	1.207031
0	-0.834961
0	0.361816
0	1.016602
0	1.793945
0	0.250488
0	-0.551758
0	0.653809
0	0.462402
0	-0.892090
0	1.850586
0	-0.906250
0	1.600586
0	-0.126587
0	1.478516
0	-0.420898
0	0.800781
0	1.612305
0	-1.308594
0	0.183350
0	-1.470703
0	-0.219604
0	0.119019
0	0.187134
0	0.176758
0	0.726074
0	0.014671
0	0.082458
0	2.166016
0	1.680664
0	2.388672
0	1.391602
0	0.393799
0	0.911133
0	0.682617
0	1.295898
0	0.386963
0	0.787598
0	2.115234
0	-0.618164
0	-0.216309
0	2.074219
0	2.250000
0	1.376953
0	-0.048553
0	2.511719
0	2.351562
0	-0.264160
0	0.292480
0	1.668945
0	1.059570
0	1.429688
0	-1.446289
0	0.853027
0	0.576660
0	1.970703
0	-0.536621
0	1.474609
0	0.950684
0	1.188477
0	2.558594
0	2.226562
0	-0.605957
0	-1.026367
0	0.246338
0	1.249023
1	1.223633
0	1.141602
0	2.019531
1	0.739258
0	2.085938
1	0.754395
0	-0.670410
1	2.835938
0	1.386719
0	-0.801758
0	-0.939453
0	1.981445
0	0.921875
1	1.224609
0	1.973633
0	1.336914
0	1.264648
0	0.516113
0	1.407227
0	-0.732422
0	1.492188
1	1.981445
0	-0.614746
1	1.016602
0	-0.021179
1	1.530273
1	2.910156
0	0.052002
0	1.208008
0	1.469727
0	-0.688477
1	0.048553
1	2.476562
0	0.889160
0	1.024414
1	1.967773
0	-0.712891
0	1.307617
0	-1.428711
1	-0.194214
0	-1.249023
0	-1.001953
0	-2.160156
1	-1.312500
1	1.583008
1	-0.399414
1	0.332031
0	-1.543945
1	1.450195
1	-0.373047
1	-0.378174
1	-1.539062
0	1.045898
0	-1.747070
1	1.323242
0	-1.191406
0	-1.979492
1	2.050781
1	1.916016
1	0.615723
1	0.488281
1	1.212891
1	1.146484
1	0.652832
1	0.012077
1	-0.154053
1	-0.689453
0	1.026367
1	1.415039
1	0.691406
1	2.031250
1	1.691406
1	1.644531
1	1.577148
1	2.292969
1	2.117188
0	2.593750
1	2.074219
1	0.867188
1	2.246094
1	1.064453
1	1.912109
1	1.149414
1	1.266602
1	1.190430
1	1.417969
0	0.297119
1	2.167969
1	1.718750
1	1.705078
1	2.529297
1	-0.629883
1	0.823730
1	1.169922
1	0.863770
1	-0.196777
1	0.411865
1	-0.080750
1	0.691895
0	0.053436
1	0.867676
0	0.459229
1	1.046875
0	-0.054230
0	0.213623
1	-0.337646
0	0.642578
0	0.196777
0	0.209473
0	-0.504395
0	0.033112
1	-0.263916
1	0.057648
0	-0.292969
0	-0.219727
0	-0.680664
0	-0.636719
0	-0.577148
0	-0.052826
0	-0.553223
0	-0.733887
0	-1.050781
1	0.033539
1	-0.643555
0	-0.216675
0	0.059692
0	-0.830566
1	0.435547
0	0.043213
0	-0.956543
0	-0.735840
1	-1.113281
0	-0.745605
0	-0.793945
0	-0.566895
0	-0.457031
0	-1.971680
0	-1.487305
0	-1.480469
0	-1.861328
0	-1.243164
0	-1.060547
0	-1.671875
0	-1.032227
0	-2.253906
0	-2.158203
0	-1.557617
0	-0.850586
1	1.420898
1	1.638672
0	0.398682
0	-0.750488
0	-0.036102
1	0.837402
0	0.840820
1	-0.058167
0	-1.980469
0	0.962402
1	0.761719
1	-0.002880
1	-0.090698
1	1.651367
0	0.082397
0	-0.900879
1	-1.084961
1	-0.446777
0	-0.674316
0	-1.690430
0	-1.775391
0	0.471436
0	-0.116150
0	-1.824219
1	0.043854
0	-1.211914
0	-0.552246
0	-0.959473
1	-1.055664
1	-1.521484
1	-0.614258
0	0.547852
0	-1.403320
0	-0.382568
0	-0.015434
0	-1.975586
0	-1.719727
1	0.715820
1	0.100952
1	0.958496
1	1.253906
1	0.918457
1	0.498535
1	0.470459
1	0.072205
0	-1.214844
0	-0.785156
1	1.491211
1	0.140747
1	0.647949
0	-0.034302
0	-0.693359
1	1.280273
1	-0.439941
0	-0.557129
0	-0.457275
1	-0.404053
1	0.448975
1	1.011719
0	1.208984
1	0.482666
1	0.317627
1	0.037628
0	-0.083618
0	-0.756348
0	0.356445
1	-0.574707
1	2.207031
1	2.570312
1	2.529297
0	0.928223
1	0.496338
1	0.166870
1	-0.332275
1	-0.336914
1	0.777832
1	1.169922
1	0.256348
0	0.851074
0	0.210938
1	0.750488
1	0.666016
0	0.974609
1	0.725586
1	0.289551
1	0.139526
0	-0.232300
1	0.245972
1	0.247681
1	-0.031113
1	0.421387
1	-0.208130
0	0.021408
1	-0.095398
1	0.013191
1	0.345459
1	0.105347
0	0.385498
1	0.850098
1	0.463135
1	0.411133
1	0.394043
1	0.736816
1	-0.376953
1	0.263184
0	-0.263916
0	-0.102783
1	-0.475342
1	0.458984
1	0.153076
1	-0.028259
0	0.419922
1	0.428223
1	0.289062
0	0.110229
0	-0.083252
1	0.537109
1	0.493164
1	0.085388
1	0.406982
1	0.815430
0	-0.378418
0	-0.483887
1	0.287842
0	-0.793457
0	-0.079407
1	-0.339111
1	-0.144775
1	-0.002420
1	0.044891
1	0.460449
1	-0.988281
0	-0.841797
1	-1.134766
0	-0.952148
0	-0.517090
1	-0.086548
0	-1.252930
1	-0.382324
0	-0.195801
1	-0.298096
1	0.136108
1	0.535645
0	-1.052734
1	-0.172852
0	-1.254883
0	0.039429
1	-0.195679
1	0.376221
1	-1.223633
1	0.185547
0	-0.713867
1	0.139038
0	-0.684570
0	-0.512207
1	0.048920
1	-0.189087
0	-0.861328
1	0.221680
1	-0.523926
1	-0.046814
0	-0.494385
0	-0.722168
1	-0.297119
1	-0.229614
0	-0.847656
1	-0.213135
1	0.377197
1	0.463867
0	0.260498
0	-0.589355
1	-0.243774
1	-0.163574
0	-0.288086
1	-0.057587
0	-0.259277
0	-0.343994
0	-0.168335
1	-0.176270
0	-0.074524
0	0.189209
1	0.054871
1	-0.117615
1	0.315430
1	-0.964355
1	-0.141724
1	-0.238770
1	-0.280273
1	-0.002230
1	-0.054352
1	-0.320801
1	-0.598633
1	-0.413574
0	-0.628906
0	-0.000897
1	-0.001564
0	-0.294434
1	-0.890137
0	-0.345703
0	-1.182617
1	-0.563965
1	-0.581055
0	-0.795898
0	-0.571289
0	-1.184570
0	-0.167114
1	-0.039795
0	-0.421387
0	-0.582520
1	-0.054901
1	-0.600586
0	-0.545898
0	-0.186401
1	-0.755371
0	-0.541504
0	-0.410889
0	-0.342773
0	-0.815918
1	-0.796875
0	-1.020508
1	-1.300781
0	-0.241455
0	-1.144531
1	-0.202515
0	-0.378174
0	-0.929199
0	-0.715332
0	-0.449707
0	-0.631348
0	-0.514648
0	-0.269775
0	-0.724121
0	-0.989746
1	-0.071289
0	-0.164917
0	-0.790527
0	-0.979980
0	-1.132812
0	-0.726074
1	-0.236084
1	-0.903320
0	-1.116211
0	-0.978516
0	-1.009766
0	-2.134766
0	-1.373047
0	-1.067383
1	0.865723
1	0.738281
1	-0.050751
1	0.684570
1	0.560059
1	0.352783
1	-0.309570
1	0.258789
1	0.093872
0	0.167847
0	0.318848
1	0.507324
0	0.187500
0	-0.480713
1	-0.154907
1	0.155273
1	-0.343994
1	-0.449951
1	-1.041016
0	-0.122742
1	-0.374023
0	-1.559570
1	-0.763184
1	-0.442627
1	-0.567383
0	-0.977051
1	0.251953
1	0.306152
0	0.124390
1	0.289307
